No. Moves,FirstMove,ProbCaptureFirst30,WhiteElo,BlackElo,TimeControl,Result,Fen,Eval5,Eval12
44,c4,0.20689655172413793,1873,1760,180+0,1-0,rnbqkb1r/pp1ppppp/2p2n2/8/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3,-11,+69
37,e4,0.27586206896551724,1449,1666,360+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-24,+21
24,d4,0.3793103448275862,1532,1667,60+2,0-1,rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-47,-101
33,e4,0.13793103448275862,1703,1562,300+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-30,+220
22,e4,0.20689655172413793,1836,1482,600+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-11,+119
89,c4,0.06896551724137931,2020,1546,600+0,0-1,rnbqkbnr/pppp1p1p/4p1p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-74,+123
35,d4,0.2413793103448276,1899,1880,60+0,1-0,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-32,+80
21,c4,0.13793103448275862,1644,1664,300+0,0-1,rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 3,-26,+26
50,b3,0.27586206896551724,2082,2280,60+0,1-0,r1bqkb1r/pppppppp/2n2n2/8/3P4/1P6/PBP1PPPP/RN1QKBNR b KQkq - 0 3,-20,-43
18,e4,0.20689655172413793,1589,1652,660+3,1-0,rnbqkbnr/pp2pppp/2p5/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-26,+238
38,e4,0.3103448275862069,1766,1764,180+0,1-0,rnbqkb1r/ppp1pppp/5n2/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 3,-68,+112
17,e3,0.27586206896551724,1861,1937,60+0,0-1,rnbqkbnr/pp2pppp/8/1Bpp4/8/4P3/PPPP1PPP/RNBQK1NR b KQkq - 1 3,+52,-136
44,d4,0.20689655172413793,2204,2096,60+0,1-0,rnbqk1nr/ppppppbp/6p1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,-33,-9
23,d4,0.1724137931034483,1625,1734,60+0,1-0,rnbqkbnr/ppp1pp1p/6p1/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-54,+144
30,f4,0.20689655172413793,1807,1700,180+0,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/3P1P2/4P3/PPP3PP/RNBQKBNR b KQkq - 0 3,+63,+23
20,e4,0.20689655172413793,1998,1930,180+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-24,+222
13,e4,0.375,1653,1780,60+0,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 2 3,+30,+642
37,c4,0.2413793103448276,1917,1660,60+0,1-0,rnbqkb1r/pppp1ppp/5n2/4N3/2P5/8/PP1PPPPP/RNBQKB1R b KQkq - 0 3,-120,+213
39,e4,0.20689655172413793,1631,1710,180+11,0-1,rn1qkbnr/p1pppppp/bp6/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 2 3,-102,+201
19,e4,0.3448275862068966,1086,1708,180+2,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-12,+17
26,c3,0.3448275862068966,1868,1819,60+0,1-0,rnbqkbnr/pp2pppp/8/2pp4/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-25,+40
24,c4,0.3103448275862069,1570,1089,120+0,1-0,rnbqk1nr/pppp1ppp/8/2b1p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 0 3,-44,-26
35,e4,0.13793103448275862,1580,1227,480+6,1-0,rnbqkbnr/pp2pppp/2p5/3pP3/8/6P1/PPPP1P1P/RNBQKBNR b KQkq - 0 3,+18,+87
25,e4,0.3103448275862069,1518,1419,360+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-15,-259
34,e4,0.20689655172413793,1253,1409,120+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5P2/PPPP2PP/RNBQK1NR b KQkq - 0 3,+67,+29
28,e4,0.20689655172413793,1520,1465,480+8,1-0,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,-28,+47
9,d4,0.06666666666666667,1221,1414,300+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/P3P3/1PP2PPP/RNBQKBNR b KQkq - 0 3,-10,-84
36,e4,0.2413793103448276,1810,1290,300+10,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-21,+71
25,d4,0.13793103448275862,2066,1942,180+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-31,+66
47,e4,0.1724137931034483,1527,1750,600+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-12,+210
32,e4,0.13793103448275862,1803,1803,600+0,0-1,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-49,-58
18,e4,0.27586206896551724,2091,1992,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-9,+24
33,d4,0.13793103448275862,2083,1877,60+0,1-0,rnbqkb1r/ppppnppp/4p3/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 2 3,-44,+55
26,d4,0.20689655172413793,2039,1913,60+1,1-0,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-31,+130
29,e4,0.27586206896551724,1526,1507,300+0,1-0,rnbqkbnr/pppp1ppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,+60,+63
45,e4,0.3103448275862069,1294,1221,300+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-38,+80
51,d4,0.13793103448275862,1779,1788,240+0,1-0,rnbqkbnr/ppp1pp1p/3p2p1/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-27,+31
32,a4,0.20689655172413793,1637,1630,60+1,0-1,rnbqkb1r/pppp1ppp/P4n2/4p3/8/8/1PPPPPPP/RNBQKBNR b KQkq - 0 3,+117,-46
20,d4,0.1724137931034483,1697,1502,60+2,1-0,rnbqkbnr/ppp2ppp/3pp3/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-57,+201
30,e4,0.13793103448275862,1718,1700,180+2,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-13,+41
22,c3,0.27586206896551724,1788,1646,60+0,1-0,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 1 3,+33,+190
33,d4,0.13793103448275862,1820,1615,300+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-29,+62
38,e4,0.20689655172413793,1780,1868,480+0,0-1,rnbqkbnr/ppp2ppp/4p3/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 3,+1,-28
16,e3,0.1724137931034483,1297,1863,0+1,0-1,rn1qkbnr/pbpppppp/1p6/8/3P1P2/4P3/PPP3PP/RNBQKBNR b KQkq - 0 3,+34,+399
40,c4,0.3103448275862069,1557,1767,300+8,0-1,rnbqkbnr/pp1p1ppp/8/2p1p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 1 3,-13,-12
32,e4,0.13793103448275862,1805,1841,0+1,1-0,rnbqkbnr/pp2pppp/2p5/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,+11,-67
35,e4,0.20689655172413793,2122,2053,180+0,0-1,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-40,+36
50,e4,0.1724137931034483,1756,1567,600+0,1-0,rnbqkbnr/pppp1ppp/8/8/2BpP3/8/PPP2PPP/RNBQK1NR b KQkq - 1 3,+59,+70
42,e4,0.3793103448275862,2147,1688,60+0,1-0,rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 3,+50,-122
49,e3,0.27586206896551724,1643,1648,120+1,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-2,-11
33,d4,0.3448275862068966,1542,1427,180+0,0-1,rnbqkbnr/ppp1pp1p/3p2p1/8/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,-50,+36
29,e4,0.3103448275862069,2279,2053,180+0,1-0,rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-8,+26
31,e4,0.2413793103448276,1175,1899,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 2 3,+48,-230
15,e4,0.25,1529,1478,300+0,0-1,rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-12,+22
38,e3,0.20689655172413793,1875,2011,60+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 1 3,+9,-3
13,c4,0.17391304347826086,1943,1795,120+0,1-0,rnbqk1nr/ppppppbp/6p1/8/2P5/1PN5/P2PPPPP/R1BQKBNR b KQkq - 0 3,+11,-13
50,e4,0.1724137931034483,1687,1480,300+4,0-1,rnbqkbnr/pp2pppp/3p4/2p5/4P3/6P1/PPPP1PBP/RNBQK1NR b KQkq - 1 3,-39,+55
18,e4,0.20689655172413793,1517,1284,240+4,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,+49,+48
45,e4,0.20689655172413793,1743,2052,60+3,1/2-1/2,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-60,+58
14,e4,0.08,1307,1229,900+0,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-54,+50
34,e4,0.41379310344827586,1280,1292,300+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-23,-210
63,d4,0.2413793103448276,1695,1554,300+0,1-0,rnbqkbnr/ppp2ppp/3p4/4P3/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 3,-101,+71
35,e4,0.034482758620689655,1220,1275,300+2,1-0,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-9,-74
25,e4,0.27586206896551724,1862,1868,180+0,1-0,rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-9,+85
17,d4,0.27586206896551724,1419,1684,180+2,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,+8,+69
12,d4,0.2857142857142857,1865,1289,0+1,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,-36,+147
43,d4,0.3793103448275862,1446,1542,1200+0,0-1,rnbqkb1r/pppppp1p/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-38,-54
36,d4,0.06896551724137931,1533,1665,180+0,1-0,rnbqk1nr/ppppppbp/6p1/8/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,-44,+93
45,d4,0.13793103448275862,1791,1853,300+0,0-1,rnbqkb1r/pppppp1p/5np1/8/3P4/1P6/PBP1PPPP/RN1QKBNR b KQkq - 1 3,-5,+32
39,d4,0.1724137931034483,1472,1670,720+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/P1N5/1PP1PPPP/R1BQKBNR b KQkq - 0 3,+34,+54
10,e4,0.17647058823529413,1458,1354,120+1,1-0,rnbqkb1r/pp1ppppp/5n2/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,+53,+47
58,d4,0.0,1771,1822,180+3,1-0,rnbqkb1r/pppppp1p/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-37,+64
38,d4,0.1724137931034483,1845,1932,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-32,+35
35,e4,0.1724137931034483,2039,2010,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-32,+67
33,d4,0.2413793103448276,1766,1339,180+0,0-1,rn1qkbnr/ppp1pppp/3p4/8/3P2b1/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-54,+621
34,d4,0.27586206896551724,1340,953,60+0,0-1,rnbqk1nr/ppppppbp/6p1/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,-42,+618
32,d4,0.2413793103448276,1288,1686,600+5,0-1,r1bqkbnr/pppp1ppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 3,-95,-532
26,e4,0.2413793103448276,1442,1549,600+2,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-25,+360
14,e4,0.34615384615384615,1816,1655,480+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-15,+238
37,e4,0.2413793103448276,1540,1900,900+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,0,-45
21,e4,0.2413793103448276,1244,1200,300+0,1-0,rnbqkb1r/pppp1ppp/4p2n/4P3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-58,+58
25,e4,0.10344827586206896,1363,1366,120+2,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3,+30,-25
57,e4,0.06896551724137931,1922,2034,300+0,0-1,rnbqkbnr/ppp2ppp/4p3/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-22,-10
29,d4,0.20689655172413793,1619,1681,120+0,0-1,rnbqkbnr/ppp1pppp/8/8/2pP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-7,+106
9,e4,0.375,1950,1910,0+1,0-1,rn1qkbnr/ppp1pppp/8/3P4/6b1/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 3,+592,-578
36,d4,0.13793103448275862,1503,1346,300+4,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-9,+89
20,e4,0.13793103448275862,1365,1785,120+0,1-0,rnbqkbnr/1ppp1ppp/p3p3/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,-52,+319
18,d4,0.13793103448275862,1823,1892,60+0,0-1,rn1qkbnr/pbpppppp/1p6/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-51,+74
23,e4,0.2413793103448276,1787,1192,960+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3,-20,+192
52,e4,0.2413793103448276,2040,1776,180+1,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,-39,+78
58,d4,0.20689655172413793,1727,1777,120+0,1-0,rnbqkb1r/pp1ppppp/2p2n2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-15,-27
30,e4,0.06896551724137931,1543,1645,180+0,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-39,+73
33,e4,0.13793103448275862,1598,1711,300+0,0-1,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-43,+43
41,d4,0.1724137931034483,1508,1686,240+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2pP4/8/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 3,-69,+37
51,e4,0.13793103448275862,1886,2028,180+0,0-1,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-34,+22
34,e4,0.2413793103448276,1825,1711,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/3Pp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-73,+496
23,e4,0.3103448275862069,1758,2036,0+1,0-1,rnbqkbnr/ppp1pppp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,+51,+43
27,d4,0.06896551724137931,1743,1855,180+0,1-0,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-27,+19
22,f4,0.13793103448275862,995,1191,420+1,1-0,rn1qkbnr/ppp1pppp/8/3p4/5P2/7P/PPPPP2P/RNBQKB1R b KQkq - 0 3,+257,-86
31,e4,0.3103448275862069,1386,1486,300+0,1-0,rnb1kbnr/ppp1pppp/8/3q4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-19,+38
37,e4,0.06896551724137931,1838,2048,300+0,1-0,rnbqkbnr/pp2pppp/2p5/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-16,+90
26,e4,0.1724137931034483,1778,1406,120+0,1-0,rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 2 3,-63,+44
25,e4,0.2413793103448276,1870,1795,60+0,1-0,rnbqkb1r/pppp1ppp/5n2/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-126,+39
32,d4,0.1724137931034483,1869,1904,600+0,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-4,+137
45,d4,0.20689655172413793,1661,1706,300+0,1-0,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/2P4P/PP2PPP1/RNBQKBNR b KQkq - 0 3,+5,-22
45,e4,0.2413793103448276,1387,1488,300+5,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-16,+153
23,d4,0.13793103448275862,1748,1667,120+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,-17,+73
67,e4,0.13793103448275862,2089,2212,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,+3,+28
12,e4,0.23809523809523808,1534,1454,60+2,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-14,+1
18,e4,0.20689655172413793,1656,1921,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-22,+51
28,e4,0.27586206896551724,1844,1748,300+0,1-0,rnbqkbnr/pp1p1ppp/8/2p1p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 1 3,-25,+145
40,d4,0.2413793103448276,1484,1456,300+0,0-1,rnbqkb1r/pppppp1p/5Bp1/8/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,-4,-13
8,e4,0.21428571428571427,1062,1441,600+0,0-1,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,+23,+241
20,d4,0.3103448275862069,1623,1693,300+8,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-43,+47
11,e4,0.21052631578947367,1938,1923,0+1,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-61,+27
25,e4,0.13793103448275862,1720,1642,60+0,1-0,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-19,+34
68,f4,0.20689655172413793,1943,1985,180+0,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/3P1P2/4P3/PPP3PP/RNBQKBNR b KQkq - 0 3,0,-33
20,e4,0.2413793103448276,1202,954,1200+0,1-0,rnbqkbnr/pp1p1ppp/8/2p1P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-211,+533
9,e4,0.2,1714,1432,60+0,1-0,rnbqkbnr/pppp2pp/8/4pP2/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-161,+955
27,e4,0.10344827586206896,1761,1458,300+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/3P4/PPPN1PPP/R1BQKBNR b KQkq - 1 3,-12,+171
14,e4,0.2692307692307692,2160,2258,180+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,-23,-34
9,e4,0.3125,1739,1832,300+0,0-1,rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-68,-608
6,c4,0.0,2208,1972,0+1,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-42,-35
25,e4,0.3448275862068966,1962,1799,180+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-45,+124
28,d4,0.10344827586206896,1853,1606,180+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,-29,-8
43,e4,0.27586206896551724,1984,2098,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-33,+64
45,e4,0.20689655172413793,1694,1664,300+4,1-0,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-45,+68
61,d4,0.2413793103448276,1814,1810,60+1,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-10,+10
23,c4,0.27586206896551724,1846,1745,300+0,1-0,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,-4,-60
18,e4,0.2413793103448276,1457,1874,180+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-62,+51
20,e4,0.20689655172413793,1768,1620,180+0,1-0,rnbqkbnr/pp2pppp/2p5/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-20,+20
49,d4,0.2413793103448276,1514,1775,180+2,0-1,rnbqkbnr/ppp1pppp/8/8/Q1pP4/8/PP2PPPP/RNB1KBNR b KQkq - 1 3,+11,+10
22,d4,0.3103448275862069,1465,1394,600+0,0-1,r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,-53,+69
23,d4,0.20689655172413793,1345,1266,120+2,1-0,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-31,-63
39,e4,0.034482758620689655,1400,1432,780+8,0-1,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 3 3,-6,+15
75,c3,0.06896551724137931,1497,1704,60+2,1-0,rnbqkbnr/pp2pppp/8/2pp4/8/2PPP3/PP3PPP/RNBQKBNR b KQkq - 0 3,+58,+54
28,d4,0.13793103448275862,1525,1718,60+0,1-0,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-42,+45
42,e4,0.20689655172413793,1873,1767,960+0,1-0,rnb1kbnr/pppp1ppp/5q2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-92,+55
27,d4,0.10344827586206896,1383,1466,120+1,1-0,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-32,+45
24,e4,0.3103448275862069,1700,1676,180+2,1-0,rnbqkbnr/ppp2ppp/4p3/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3,-18,+37
22,d4,0.06896551724137931,2267,2153,180+0,1-0,rnbqkb1r/pp1ppppp/5n2/2P5/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 3,-12,-16
60,c4,0.13793103448275862,1871,2089,60+0,0-1,rnbqkbnr/ppp2ppp/4p3/3P4/8/2N5/PP1PPPPP/R1BQKBNR b KQkq - 0 3,-21,-105
57,b4,0.1724137931034483,1449,1349,300+1,1-0,r1bqkbnr/pppp1ppp/2n5/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq - 0 3,-111,+385
45,d4,0.06896551724137931,1942,1927,300+0,0-1,rnbqkbnr/pp1p1ppp/8/2pPp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-120,+110
33,e4,0.41379310344827586,1095,835,1200+0,0-1,rnbqk1nr/pppp1ppp/8/1B2p3/1b2P1Q1/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,+130,+567
40,e4,0.2413793103448276,1799,1847,180+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,-32,+98
89,e4,0.20689655172413793,1704,1727,180+0,1/2-1/2,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-38,-3
6,d4,0.1111111111111111,1912,1949,0+1,1-0,rnbqkb1r/pppp1ppp/4pn2/8/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,+9,+262
